lead_id,nome_conta,tipo_parceiro,nicho,regiao,canal_publico,source_url,source_type,fit_score,segmento_abc,crm_stage,owner,status_outreach,gancho_personalizado,mensagem_seq1,utm_source,utm_medium,utm_campaign,proxima_acao
P063,Prospect 063 — Curador promoções de eletrônicos em Salvador,prospect_icp_a_enriquecer,eletronicos,Salvador,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=promo%C3%A7%C3%B5es+de+eletr%C3%B4nicos+grupo+WhatsApp+Telegram+ofertas+Salvador+contato,discovery_query_to_enrich,87,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de promoções de eletrônicos com possível operação regional em Salvador.,"Oi, Prospect 063 — Curador promoções de eletrônicos em Salvador! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de promoções de eletrônicos com possível operação regional em Salvador.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-063,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P064,Prospect 064 — Curador achadinhos de moda em Salvador,prospect_icp_a_enriquecer,moda,Salvador,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=achadinhos+de+moda+grupo+WhatsApp+Telegram+ofertas+Salvador+contato,discovery_query_to_enrich,80,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de achadinhos de moda com possível operação regional em Salvador.,"Oi, Prospect 064 — Curador achadinhos de moda em Salvador! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de achadinhos de moda com possível operação regional em Salvador.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-064,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P065,Prospect 065 — Curador cosméticos e beleza em Salvador,prospect_icp_a_enriquecer,beleza,Salvador,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cosm%C3%A9ticos+e+beleza+grupo+WhatsApp+Telegram+ofertas+Salvador+contato,discovery_query_to_enrich,69,C,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Salvador.,"Oi, Prospect 065 — Curador cosméticos e beleza em Salvador! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Salvador.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-065,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P066,"Prospect 066 — Curador casa, cozinha e utilidades em Salvador",prospect_icp_a_enriquecer,casa,Salvador,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=casa%2C+cozinha+e+utilidades+grupo+WhatsApp+Telegram+ofertas+Salvador+contato,discovery_query_to_enrich,84,B,Partner Lead,sdr,pendente_enriquecimento_contato,"ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Salvador.","Oi, Prospect 066 — Curador casa, cozinha e utilidades em Salvador! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Salvador.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-066,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P067,Prospect 067 — Curador ofertas pet em Salvador,prospect_icp_a_enriquecer,pet,Salvador,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+pet+grupo+WhatsApp+Telegram+ofertas+Salvador+contato,discovery_query_to_enrich,77,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Salvador.,"Oi, Prospect 067 — Curador ofertas pet em Salvador! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Salvador.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-067,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P068,Prospect 068 — Curador lançamentos e infoprodutos em Salvador,prospect_icp_a_enriquecer,infoprodutos,Salvador,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=lan%C3%A7amentos+e+infoprodutos+grupo+WhatsApp+Telegram+ofertas+Salvador+contato,discovery_query_to_enrich,70,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Salvador.,"Oi, Prospect 068 — Curador lançamentos e infoprodutos em Salvador! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Salvador.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-068,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P069,Prospect 069 — Curador ofertas de supermercado e atacarejo em Recife,prospect_icp_a_enriquecer,supermercado,Recife,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+de+supermercado+e+atacarejo+grupo+WhatsApp+Telegram+ofertas+Recife+contato,discovery_query_to_enrich,67,C,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas de supermercado e atacarejo com possível operação regional em Recife.,"Oi, Prospect 069 — Curador ofertas de supermercado e atacarejo em Recife! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas de supermercado e atacarejo com possível operação regional em Recife.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-069,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P070,Prospect 070 — Curador cupons de farmácia e beleza em Recife,prospect_icp_a_enriquecer,farmacia,Recife,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cupons+de+farm%C3%A1cia+e+beleza+grupo+WhatsApp+Telegram+ofertas+Recife+contato,discovery_query_to_enrich,82,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cupons de farmácia e beleza com possível operação regional em Recife.,"Oi, Prospect 070 — Curador cupons de farmácia e beleza em Recife! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cupons de farmácia e beleza com possível operação regional em Recife.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-070,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P071,Prospect 071 — Curador promoções de eletrônicos em Recife,prospect_icp_a_enriquecer,eletronicos,Recife,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=promo%C3%A7%C3%B5es+de+eletr%C3%B4nicos+grupo+WhatsApp+Telegram+ofertas+Recife+contato,discovery_query_to_enrich,75,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de promoções de eletrônicos com possível operação regional em Recife.,"Oi, Prospect 071 — Curador promoções de eletrônicos em Recife! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de promoções de eletrônicos com possível operação regional em Recife.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-071,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P072,Prospect 072 — Curador achadinhos de moda em Recife,prospect_icp_a_enriquecer,moda,Recife,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=achadinhos+de+moda+grupo+WhatsApp+Telegram+ofertas+Recife+contato,discovery_query_to_enrich,68,C,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de achadinhos de moda com possível operação regional em Recife.,"Oi, Prospect 072 — Curador achadinhos de moda em Recife! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de achadinhos de moda com possível operação regional em Recife.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-072,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P073,Prospect 073 — Curador cosméticos e beleza em Recife,prospect_icp_a_enriquecer,beleza,Recife,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cosm%C3%A9ticos+e+beleza+grupo+WhatsApp+Telegram+ofertas+Recife+contato,discovery_query_to_enrich,79,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Recife.,"Oi, Prospect 073 — Curador cosméticos e beleza em Recife! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Recife.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-073,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P074,"Prospect 074 — Curador casa, cozinha e utilidades em Recife",prospect_icp_a_enriquecer,casa,Recife,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=casa%2C+cozinha+e+utilidades+grupo+WhatsApp+Telegram+ofertas+Recife+contato,discovery_query_to_enrich,72,B,Partner Lead,sdr,pendente_enriquecimento_contato,"ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Recife.","Oi, Prospect 074 — Curador casa, cozinha e utilidades em Recife! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Recife.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-074,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P075,Prospect 075 — Curador ofertas pet em Recife,prospect_icp_a_enriquecer,pet,Recife,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+pet+grupo+WhatsApp+Telegram+ofertas+Recife+contato,discovery_query_to_enrich,65,C,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Recife.,"Oi, Prospect 075 — Curador ofertas pet em Recife! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Recife.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-075,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P076,Prospect 076 — Curador lançamentos e infoprodutos em Recife,prospect_icp_a_enriquecer,infoprodutos,Recife,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=lan%C3%A7amentos+e+infoprodutos+grupo+WhatsApp+Telegram+ofertas+Recife+contato,discovery_query_to_enrich,80,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Recife.,"Oi, Prospect 076 — Curador lançamentos e infoprodutos em Recife! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Recife.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-076,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P077,Prospect 077 — Curador ofertas de supermercado e atacarejo em Fortaleza,prospect_icp_a_enriquecer,supermercado,Fortaleza,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+de+supermercado+e+atacarejo+grupo+WhatsApp+Telegram+ofertas+Fortaleza+contato,discovery_query_to_enrich,77,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas de supermercado e atacarejo com possível operação regional em Fortaleza.,"Oi, Prospect 077 — Curador ofertas de supermercado e atacarejo em Fortaleza! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas de supermercado e atacarejo com possível operação regional em Fortaleza.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-077,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P078,Prospect 078 — Curador cupons de farmácia e beleza em Fortaleza,prospect_icp_a_enriquecer,farmacia,Fortaleza,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cupons+de+farm%C3%A1cia+e+beleza+grupo+WhatsApp+Telegram+ofertas+Fortaleza+contato,discovery_query_to_enrich,70,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cupons de farmácia e beleza com possível operação regional em Fortaleza.,"Oi, Prospect 078 — Curador cupons de farmácia e beleza em Fortaleza! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cupons de farmácia e beleza com possível operação regional em Fortaleza.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-078,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P079,Prospect 079 — Curador promoções de eletrônicos em Fortaleza,prospect_icp_a_enriquecer,eletronicos,Fortaleza,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=promo%C3%A7%C3%B5es+de+eletr%C3%B4nicos+grupo+WhatsApp+Telegram+ofertas+Fortaleza+contato,discovery_query_to_enrich,85,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de promoções de eletrônicos com possível operação regional em Fortaleza.,"Oi, Prospect 079 — Curador promoções de eletrônicos em Fortaleza! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de promoções de eletrônicos com possível operação regional em Fortaleza.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-079,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P080,Prospect 080 — Curador achadinhos de moda em Fortaleza,prospect_icp_a_enriquecer,moda,Fortaleza,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=achadinhos+de+moda+grupo+WhatsApp+Telegram+ofertas+Fortaleza+contato,discovery_query_to_enrich,78,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de achadinhos de moda com possível operação regional em Fortaleza.,"Oi, Prospect 080 — Curador achadinhos de moda em Fortaleza! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de achadinhos de moda com possível operação regional em Fortaleza.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-080,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P081,Prospect 081 — Curador cosméticos e beleza em Fortaleza,prospect_icp_a_enriquecer,beleza,Fortaleza,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cosm%C3%A9ticos+e+beleza+grupo+WhatsApp+Telegram+ofertas+Fortaleza+contato,discovery_query_to_enrich,67,C,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Fortaleza.,"Oi, Prospect 081 — Curador cosméticos e beleza em Fortaleza! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Fortaleza.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-081,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P082,"Prospect 082 — Curador casa, cozinha e utilidades em Fortaleza",prospect_icp_a_enriquecer,casa,Fortaleza,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=casa%2C+cozinha+e+utilidades+grupo+WhatsApp+Telegram+ofertas+Fortaleza+contato,discovery_query_to_enrich,82,B,Partner Lead,sdr,pendente_enriquecimento_contato,"ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Fortaleza.","Oi, Prospect 082 — Curador casa, cozinha e utilidades em Fortaleza! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Fortaleza.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-082,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P083,Prospect 083 — Curador ofertas pet em Fortaleza,prospect_icp_a_enriquecer,pet,Fortaleza,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+pet+grupo+WhatsApp+Telegram+ofertas+Fortaleza+contato,discovery_query_to_enrich,75,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Fortaleza.,"Oi, Prospect 083 — Curador ofertas pet em Fortaleza! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Fortaleza.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-083,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P084,Prospect 084 — Curador lançamentos e infoprodutos em Fortaleza,prospect_icp_a_enriquecer,infoprodutos,Fortaleza,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=lan%C3%A7amentos+e+infoprodutos+grupo+WhatsApp+Telegram+ofertas+Fortaleza+contato,discovery_query_to_enrich,68,C,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Fortaleza.,"Oi, Prospect 084 — Curador lançamentos e infoprodutos em Fortaleza! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Fortaleza.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-084,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P085,Prospect 085 — Curador ofertas de supermercado e atacarejo em Goiânia,prospect_icp_a_enriquecer,supermercado,Goiânia,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+de+supermercado+e+atacarejo+grupo+WhatsApp+Telegram+ofertas+Goi%C3%A2nia+contato,discovery_query_to_enrich,87,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas de supermercado e atacarejo com possível operação regional em Goiânia.,"Oi, Prospect 085 — Curador ofertas de supermercado e atacarejo em Goiânia! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas de supermercado e atacarejo com possível operação regional em Goiânia.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-085,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P086,Prospect 086 — Curador cupons de farmácia e beleza em Goiânia,prospect_icp_a_enriquecer,farmacia,Goiânia,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cupons+de+farm%C3%A1cia+e+beleza+grupo+WhatsApp+Telegram+ofertas+Goi%C3%A2nia+contato,discovery_query_to_enrich,80,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cupons de farmácia e beleza com possível operação regional em Goiânia.,"Oi, Prospect 086 — Curador cupons de farmácia e beleza em Goiânia! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cupons de farmácia e beleza com possível operação regional em Goiânia.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-086,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P087,Prospect 087 — Curador promoções de eletrônicos em Goiânia,prospect_icp_a_enriquecer,eletronicos,Goiânia,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=promo%C3%A7%C3%B5es+de+eletr%C3%B4nicos+grupo+WhatsApp+Telegram+ofertas+Goi%C3%A2nia+contato,discovery_query_to_enrich,73,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de promoções de eletrônicos com possível operação regional em Goiânia.,"Oi, Prospect 087 — Curador promoções de eletrônicos em Goiânia! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de promoções de eletrônicos com possível operação regional em Goiânia.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-087,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P088,Prospect 088 — Curador achadinhos de moda em Goiânia,prospect_icp_a_enriquecer,moda,Goiânia,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=achadinhos+de+moda+grupo+WhatsApp+Telegram+ofertas+Goi%C3%A2nia+contato,discovery_query_to_enrich,88,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de achadinhos de moda com possível operação regional em Goiânia.,"Oi, Prospect 088 — Curador achadinhos de moda em Goiânia! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de achadinhos de moda com possível operação regional em Goiânia.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-088,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P089,Prospect 089 — Curador cosméticos e beleza em Goiânia,prospect_icp_a_enriquecer,beleza,Goiânia,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cosm%C3%A9ticos+e+beleza+grupo+WhatsApp+Telegram+ofertas+Goi%C3%A2nia+contato,discovery_query_to_enrich,77,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Goiânia.,"Oi, Prospect 089 — Curador cosméticos e beleza em Goiânia! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Goiânia.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-089,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P090,"Prospect 090 — Curador casa, cozinha e utilidades em Goiânia",prospect_icp_a_enriquecer,casa,Goiânia,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=casa%2C+cozinha+e+utilidades+grupo+WhatsApp+Telegram+ofertas+Goi%C3%A2nia+contato,discovery_query_to_enrich,70,B,Partner Lead,sdr,pendente_enriquecimento_contato,"ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Goiânia.","Oi, Prospect 090 — Curador casa, cozinha e utilidades em Goiânia! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Goiânia.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-090,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P091,Prospect 091 — Curador ofertas pet em Goiânia,prospect_icp_a_enriquecer,pet,Goiânia,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+pet+grupo+WhatsApp+Telegram+ofertas+Goi%C3%A2nia+contato,discovery_query_to_enrich,63,C,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Goiânia.,"Oi, Prospect 091 — Curador ofertas pet em Goiânia! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Goiânia.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-091,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P092,Prospect 092 — Curador lançamentos e infoprodutos em Goiânia,prospect_icp_a_enriquecer,infoprodutos,Goiânia,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=lan%C3%A7amentos+e+infoprodutos+grupo+WhatsApp+Telegram+ofertas+Goi%C3%A2nia+contato,discovery_query_to_enrich,78,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Goiânia.,"Oi, Prospect 092 — Curador lançamentos e infoprodutos em Goiânia! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Goiânia.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-092,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
